athlete,fis_code,date,location,nation,category,discipline,rank,fis_points,cup_points
김상겸,111837,2024-12-14,Cortina d'Ampezzo,,World Cup,Parallel Giant Slalom,5,450.00,45.00
우수빈,229485,2024-12-14,Cervinia,,World Cup,Snowboard Cross,33,,
이상호,163744,2024-12-14,Cortina d'Ampezzo,,Qualification,Parallel Giant Slalom,31,,
이상호,163744,2024-12-14,Cortina d'Ampezzo,,World Cup,Parallel Giant Slalom,31,28.00,
정해림,156415,2024-12-14,Cortina d'Ampezzo,,World Cup,Parallel Giant Slalom,20,110.00,11.00
정해림,156415,2024-12-14,Cortina d'Ampezzo,,Qualification,Parallel Giant Slalom,20,,
마준호,220950,2024-12-14,Cortina d'Ampezzo,,World Cup,Parallel Giant Slalom,38,19.10,
마준호,220950,2024-12-14,Cortina d'Ampezzo,,Qualification,Parallel Giant Slalom,38,,
최흥철,10064,2024-12-14,Titisee-Neustadt,,Qualification,Large Hill HS142,58,,
우수빈,229485,2024-12-13,Cervinia,,Qualification,Snowboard Cross,33,,
박서윤,261321,2024-12-13,Wanlong Ski Resrort,,Far East Cup,Slalom,27,93.55,
김소희,177571,2024-12-13,Wanlong Ski Resrort,,Far East Cup,Slalom,DNF1,,
박제윤,154866,2024-12-13,Wanlong Ski Resrort,,Far East Cup,Slalom,9,30.16,29
홍동관,163737,2024-12-13,Wanlong Ski Resrort,,Far East Cup,Slalom,DNF1,,
신정우,203604,2024-12-13,Wanlong Ski Resrort,,Far East Cup,Slalom,10,30.99,26
정동현,93945,2024-12-13,Wanlong Ski Resrort,,Far East Cup,Slalom,1,17.15,100
정민식,189170,2024-12-13,Wanlong Ski Resrort,,Far East Cup,Slalom,2,26.73,80
김동우,163740,2024-12-13,Wanlong Ski Resrort,,Far East Cup,Slalom,DNF1,,
최태희,263315,2024-12-13,Wanlong Ski Resrort,,Far East Cup,Slalom,4,33.63,50
김상겸,111837,2024-12-12,Carezza,,Qualification,Parallel Giant Slalom,3,,
정민식,189170,2024-12-12,Wanlong Ski Resrort,,Far East Cup,Slalom,DNF2,,
홍동관,163737,2024-12-12,Wanlong Ski Resrort,,Far East Cup,Slalom,7,27.19,36
마준호,220950,2024-12-12,Carezza,,World Cup,Parallel Giant Slalom,44,17.30,
최태희,263315,2024-12-12,Wanlong Ski Resort,,Far East Cup,Slalom,2,28.57,80
김소희,177571,2024-12-12,Wanlong Ski Resort,,Far East Cup,Slalom,4,30.25,50
이상호,163744,2024-12-12,Carezza,,World Cup,Parallel Giant Slalom,5,450.00,45.00
이상호,163744,2024-12-12,Carezza,,Qualification,Parallel Giant Slalom,2,,
신정우,203604,2024-12-12,Wanlong Ski Resrort,,Far East Cup,Slalom,15,31.42,16
정해림,156415,2024-12-12,Carezza,,Qualification,Parallel Giant Slalom,32,,
정해림,156415,2024-12-12,Carezza,,World Cup,Parallel Giant Slalom,32,26.00,
박서윤,261321,2024-12-12,Wanlong Ski Resort,,Far East Cup,Slalom,DNF2,,
김상겸,111837,2024-12-12,Carezza,,World Cup,Parallel Giant Slalom,6,400.00,40.00
김동우,163740,2024-12-12,Wanlong Ski Resrort,,Far East Cup,Slalom,DNF2,,
박제윤,154866,2024-12-12,Wanlong Ski Resrort,,Far East Cup,Slalom,12,30.24,22
마준호,220950,2024-12-12,Carezza,,Qualification,Parallel Giant Slalom,44,,
정동현,93945,2024-12-12,Wanlong Ski Resrort,,Far East Cup,Slalom,1,19.28,100
박제윤,154866,2024-12-11,Wanlong Ski Resort,,Far East Cup,Giant Slalom,20,52.01,11
최태희,263315,2024-12-11,Wanlong Ski Resort,,Far East Cup,Giant Slalom,16,52.19,15
정민식,189170,2024-12-11,Wanlong Ski Resort,,Far East Cup,Giant Slalom,26,56.32,5
김동우,163740,2024-12-11,Wanlong Ski Resort,,Far East Cup,Giant Slalom,DNF1,,
정동현,93945,2024-12-11,Wanlong Ski Resort,,Far East Cup,Giant Slalom,DNF2,,
홍동관,163737,2024-12-11,Wanlong Ski Resort,,Far East Cup,Giant Slalom,3,33.24,60
김소희,177571,2024-12-11,Wanlong Ski Resort,,Far East Cup,Giant Slalom,6,29.95,40
박서윤,261321,2024-12-11,Wanlong Ski Resort,,Far East Cup,Giant Slalom,23,67.07,8
신정우,203604,2024-12-11,Wanlong Ski Resort,,Far East Cup,Giant Slalom,2,32.97,80
정민식,189170,2024-12-10,Wanlong Ski Resort,,Far East Cup,Giant Slalom,22,45.24,9
홍동관,163737,2024-12-10,Wanlong Ski Resort,,Far East Cup,Giant Slalom,10,32.93,26
김소희,177571,2024-12-10,Wanlong Ski Resort,,Far East Cup,Giant Slalom,9,30.21,29
신정우,203604,2024-12-10,Wanlong Ski Resort,,Far East Cup,Giant Slalom,3,29.35,60
김동우,163740,2024-12-10,Wanlong Ski Resort,,Far East Cup,Giant Slalom,30,58.38,1
정동현,93945,2024-12-10,Wanlong Ski Resort,,Far East Cup,Giant Slalom,11,33.57,24
박서윤,261321,2024-12-10,Wanlong Ski Resort,,Far East Cup,Giant Slalom,24,68.23,7
박제윤,154866,2024-12-10,Wanlong Ski Resort,,Far East Cup,Giant Slalom,21,43.04,10
최태희,263315,2024-12-10,Wanlong Ski Resort,,Far East Cup,Giant Slalom,16,49.22,15
한다솜,162284,2024-12-08,Lillehammer,,World Cup,Skiathlon 10/10km C/F,50,,
이진복,229490,2024-12-08,Idre,,FIS,10 km F,89,121.72,
변지영,188923,2024-12-08,Lillehammer,,World Cup,Skiathlon 10/10km C/F,69,277.70,
이준서,229479,2024-12-08,Lillehammer,,World Cup,Skiathlon 10/10km C/F,71,,
윤신이,258758,2024-12-08,Idre Fjall,,FIS,Moguls,2,96.00,
김건희,261977,2024-12-08,Secret Garden,,World Cup,Halfpipe,17,146.20,14.00
이상호,163744,2024-12-08,Yanqing (NASC),,World Cup,Parallel Slalom,DNF,,
이상호,163744,2024-12-08,Yanqing (NASC),,Qualification,Parallel Slalom,DNF,,
제상미,195562,2024-12-08,Idre,,FIS,10 km F,38,175.68,
이윤승,252896,2024-12-08,Idre Fjall,,FIS,Moguls,2,96.00,
이나윤,212759,2024-12-08,Secret Garden,,World Cup,Halfpipe,25,20.50,6.00
조완희,188938,2024-12-08,Yanqing (NASC),,Qualification,Parallel Slalom,DNF,,
이채운,239112,2024-12-08,Secret Garden,,World Cup,Halfpipe,7,373.30,36.00
이지오,261333,2024-12-08,Secret Garden,,World Cup,Halfpipe,12,217.20,22.00
조완희,188938,2024-12-08,Yanqing (NASC),,World Cup,Parallel Slalom,DNF,,
최흥철,10064,2024-12-08,Wisla,,Qualification,Large Hill HS134,65,,
김상겸,111837,2024-12-08,Yanqing (NASC),,World Cup,Parallel Slalom,18,130.00,13.00
마준호,220950,2024-12-08,Yanqing (NASC),,World Cup,Parallel Slalom,36,19.70,
장선웅,270266,2024-12-08,Zhangjiakou National Ski Jumping Ceter,,Continental Cup,Normal Hill HS106,40,,
마준호,220950,2024-12-08,Yanqing (NASC),,Qualification,Parallel Slalom,36,,
한다솜,162284,2024-12-07,Lillehammer,,Sprint Qualification,SP  F Qual,62,340.42,
한다솜,162284,2024-12-07,Lillehammer,,World Cup,SP   F Final,62,,
김다은,235623,2024-12-07,Secret Garden,,Qualification,Freeski Halfpipe,DNS,,
김다은,235623,2024-12-07,Secret Garden,,World Cup,Freeski Halfpipe,DNS,,
제상미,195562,2024-12-07,Idre,,FIS,SP 1.5 km F Qual,DNS,,
정해림,156415,2024-12-07,Yanqing (NASC),,World Cup,Parallel Giant Slalom,DNF,,
이상호,163744,2024-12-07,Yanqing (NASC),,Qualification,Parallel Giant Slalom,1,,
이상호,163744,2024-12-07,Yanqing (NASC),,World Cup,Parallel Giant Slalom,5,450.00,45.00
이준서,229479,2024-12-07,Lillehammer,,Sprint Qualification,SP  F Qual,85,198.59,
이준서,229479,2024-12-07,Lillehammer,,World Cup,SP  F Final,85,,
조완희,188938,2024-12-07,Yanqing (NASC),,World Cup,Parallel Giant Slalom,28,40.00,3.00
정해림,156415,2024-12-07,Yanqing (NASC),,Qualification,Parallel Giant Slalom,DNF,,
조완희,188938,2024-12-07,Yanqing (NASC),,Qualification,Parallel Giant Slalom,28,,
장유진,203633,2024-12-07,Secret Garden,,World Cup,Freeski Halfpipe,DNS,,
마준호,220950,2024-12-07,Yanqing (NASC),,Qualification,Parallel Giant Slalom,46,,
마준호,220950,2024-12-07,Yanqing (NASC),,World Cup,Parallel Giant Slalom,46,16.70,
문희성,239278,2024-12-07,Secret Garden,,World Cup,Freeski Halfpipe,38,24.70,
이진복,229490,2024-12-07,Idre,,FIS,SP 1.5 km F Qual,70,226.57,
이진복,229490,2024-12-07,Idre,,FIS,SP 1.5 km F Final,70,,
장유진,203633,2024-12-07,Secret Garden,,Qualification,Freeski Halfpipe,DNS,,
이승훈,235622,2024-12-07,Secret Garden,,World Cup,Freeski Halfpipe,37,30.80,
장선웅,270266,2024-12-07,Zhangjiakou National Ski Jumping Ceter,,Continental Cup,Normal Hill HS106,38,,
이윤승,252896,2024-12-06,Idre Fjäll,,World Cup,Moguls,14,180.00,18.00
정종원,136287,2024-12-06,Lillehammer,,World Cup,10 km F,83,181.20,
이채운,239112,2024-12-06,Secret Garden,,Qualification,Halfpipe,2,,
윤신이,258758,2024-12-06,Idre Fjäll,,World Cup,Moguls,29,36.00,2.00
김건희,261977,2024-12-06,Secret Garden,,Qualification,Halfpipe,9,,
신정우,203604,2024-12-06,Wanglong Ski Resrort,,FIS,Slalom,DNF2,,
변지영,188923,2024-12-06,Lillehammer,,World Cup,10 km F,82,174.76,
정동현,93945,2024-12-06,Wanglong Ski Resrort,,FIS,Slalom,DNF2,,
이나윤,212759,2024-12-06,Secret Garden,,Qualification,Halfpipe,25,,
이의진,221223,2024-12-06,Lillehammer,,World Cup,10 km F,69,217.52,
김동우,163740,2024-12-06,Wanglong Ski Resrort,,FIS,Slalom,11,32.66,
박서윤,261321,2024-12-06,Wanglong Ski Resrort,,FIS,Slalom,28,104.72,
김소희,177571,2024-12-06,Wanglong Ski Resrort,,FIS,Slalom,2,35.38,
홍동관,163737,2024-12-06,Wanglong Ski Resrort,,FIS,Slalom,2,24.08,
최태희,263315,2024-12-06,Wanglong Ski Resrort,,FIS,Slalom,6,47.90,
이지오,261333,2024-12-06,Secret Garden,,Qualification,Halfpipe,7,,
정대윤,229480,2024-12-06,Idre Fjäll,,World Cup,Moguls,22,90.00,9.00
최흥철,10064,2024-12-06,Wisla,,Qualification,Large Hill HS134,62,,
정민식,189170,2024-12-06,Wanglong Ski Resrort,,FIS,Slalom,6,28.23,
신정우,203604,2024-12-05,Wanglong Ski Resrort,,FIS,Slalom,DNF2,,
정동현,93945,2024-12-05,Wanglong Ski Resrort,,FIS,Slalom,1,23.00,
최태희,263315,2024-12-05,Wanglong Ski Resrort,,FIS,Slalom,DNF1,,
김소희,177571,2024-12-05,Wanglong Ski Resrort,,FIS,Slalom,3,37.19,
문희성,239278,2024-12-05,Secret Garden,,Qualification,Freeski Halfpipe,20,,
이승훈,235622,2024-12-05,Secret Garden,,Qualification,Freeski Halfpipe,19,,
정민식,189170,2024-12-05,Wanglong Ski Resrort,,FIS,Slalom,4,32.39,
박서윤,261321,2024-12-05,Wanglong Ski Resrort,,FIS,Slalom,DNF2,,
김동우,163740,2024-12-05,Wanglong Ski Resrort,,FIS,Slalom,16,47.08,
홍동관,163737,2024-12-05,Wanglong Ski Resrort,,FIS,Slalom,2,29.19,
김동우,163740,2024-12-04,Wanglong Ski Resrort,,FIS,Giant Slalom,20,46.71,
홍동관,163737,2024-12-04,Wanglong Ski Resrort,,FIS,Giant Slalom,3,30.42,
정민식,189170,2024-12-04,Wanglong Ski Resrort,,FIS,Giant Slalom,22,47.23,
최태희,263315,2024-12-04,Wanglong Ski Resrort,,FIS,Giant Slalom,11,47.56,
박서윤,261321,2024-12-04,Wanglong Ski Resrort,,FIS,Giant Slalom,29,80.46,
신정우,203604,2024-12-04,Wanglong Ski Resrort,,FIS,Giant Slalom,1,23.00,
박제윤,154866,2024-12-04,Wanglong Ski Resrort,,FIS,Giant Slalom,17,42.90,
정동현,93945,2024-12-04,Wanglong Ski Resrort,,FIS,Giant Slalom,7,36.20,
신정우,203604,2024-12-03,Wanglong Ski Resrort,,FIS,Giant Slalom,1,23.00,
박제윤,154866,2024-12-03,Wanglong Ski Resrort,,FIS,Giant Slalom,DNF1,,
김동우,163740,2024-12-03,Wanglong Ski Resrort,,FIS,Giant Slalom,15,43.37,
홍동관,163737,2024-12-03,Wanglong Ski Resrort,,FIS,Giant Slalom,DNF1,,
박서윤,261321,2024-12-03,Wanglong Ski Resrort,,FIS,Giant Slalom,23,86.51,
정민식,189170,2024-12-03,Wanglong Ski Resrort,,FIS,Giant Slalom,16,44.29,
최태희,263315,2024-12-03,Wanglong Ski Resrort,,FIS,Giant Slalom,10,54.51,
정동현,93945,2024-12-03,Wanglong Ski Resrort,,FIS,Giant Slalom,2,25.55,
마준호,220950,2024-12-01,Mylin,,Qualification,Parallel Slalom,36,,
마준호,220950,2024-12-01,Mylin,,World Cup,Parallel Slalom,36,19.70,
이채운,239112,2024-12-01,Beijing,,World Cup,Big Air,34,91.70,
이상호,163744,2024-12-01,Mylin,,Qualification,Parallel Slalom,1,,
이동헌,239111,2024-12-01,Beijing,,World Cup,Big Air,53,0.20,
조완희,188938,2024-12-01,Mylin,,World Cup,Parallel Slalom,21,100.00,10.00
정해림,156415,2024-12-01,Mylin,,World Cup,Parallel Slalom,15,160.00,16.00
이상호,163744,2024-12-01,Mylin,,World Cup,Parallel Slalom,9,290.00,29.00
조완희,188938,2024-12-01,Mylin,,Qualification,Parallel Slalom,21,,
정해림,156415,2024-12-01,Mylin,,Qualification,Parallel Slalom,15,,
이채운,239112,2024-11-30,Beijing,,Qualification,Big Air,18,,
윤신이,258758,2024-11-30,Ruka,,World Cup,Moguls,26,50.00,5.00
이윤승,252896,2024-11-30,Ruka,,World Cup,Moguls,39,18.80,
정대윤,229480,2024-11-30,Ruka,,World Cup,Moguls,28,40.00,3.00
조완희,188938,2024-11-30,Mylin,,Qualification,Parallel Giant Slalom,8,,
이상호,163744,2024-11-30,Mylin,,World Cup,Parallel Giant Slalom,3,600.00,60.00
이상호,163744,2024-11-30,Mylin,,Qualification,Parallel Giant Slalom,7,,
이동헌,239111,2024-11-30,Beijing,,Qualification,Big Air,26,,
조완희,188938,2024-11-30,Mylin,,World Cup,Parallel Giant Slalom,12,220.00,22.00
정종원,136287,2024-11-24,Bruksvallarna,,FIS,10 km F,137,138.58,
이의진,221223,2024-11-24,Bruksvallarna,,FIS,10 km F,64,213.71,
제상미,195562,2024-11-24,Bruksvallarna,,FIS,10 km F,66,225.21,
이진복,229490,2024-11-24,Bruksvallarna,,FIS,10 km F,146,152.10,
박제윤,154866,2024-11-24,Gurgl,,World Cup,Slalom,DNF1,,
변지영,188923,2024-11-24,Bruksvallarna,,FIS,10 km F,121,125.95,
이준서,229479,2024-11-24,Bruksvallarna,,FIS,10 km F,156,167.85,
제상미,195562,2024-11-23,Bruksvallarna,,FIS,10 km C,71,209.77,
김소희,177571,2024-11-23,Gurgl,,World Cup,Slalom,DNQ,,
이진복,229490,2024-11-23,Bruksvallarna,,FIS,10 km C,124,142.58,
변지영,188923,2024-11-23,Bruksvallarna,,FIS,10 km C,112,128.11,
이의진,221223,2024-11-23,Bruksvallarna,,FIS,10 km C,61,170.98,
이준서,229479,2024-11-23,Bruksvallarna,,FIS,10 km C,132,146.57,
한다솜,162284,2024-11-23,Bruksvallarna,,FIS,10 km C,59,165.89,
정종원,136287,2024-11-23,Bruksvallarna,,FIS,10 km C,156,172.25,
변지영,188923,2024-11-22,Bruksvallarna,,FIS,SP 1.4 km F Final,107,,
한다솜,162284,2024-11-22,Bruksvallarna,,FIS,SP 1.4 km F Qual,58,286.49,
한다솜,162284,2024-11-22,Bruksvallarna,,FIS,SP 1.4 km F Final,58,,
이진복,229490,2024-11-22,Bruksvallarna,,FIS,SP 1.4 km F Final,105,,
이진복,229490,2024-11-22,Bruksvallarna,,FIS,SP 1.4 km F Qual,105,233.80,
변지영,188923,2024-11-22,Bruksvallarna,,FIS,SP 1.4 km F Qual,107,235.39,
박제윤,154866,2024-11-17,Levi,,World Cup,Slalom,DNF1,,
신정우,203604,2024-11-17,Pass Thurn,,FIS,Slalom,DNF2,,
신정우,203604,2024-11-16,Pass Thurn,,FIS,Slalom,DNF1,,
김소희,177571,2024-11-16,Levi,,World Cup,Slalom,DNF1,,
최태희,263315,2024-11-16,Levi,,World Cup,Slalom,DNQ,,
유승은,261339,2024-10-19,Chur,,World Cup,Big Air,7,365.60,36.00
이동헌,239111,2024-10-19,Chur,,World Cup,Big Air,7,384.10,36.00
장선웅,270266,2024-10-06,Otepaa,,FIS Cup,Normal Hill HS97,13,,
장선웅,270266,2024-10-05,Otepaa,,FIS Cup,Normal Hill HS97,14,,
최흥철,10064,2024-10-05,Klingenthal,,Qualification,Large Hill HS140,62,,
장선웅,270266,2024-10-04,Otepaa,,FIS Cup,Normal Hill HS97,8,,
최흥철,10064,2024-09-29,Hinzenbach,,Grand Prix,Normal Hill HS90,47,,
장선웅,270266,2024-09-29,Einsiedeln,,FIS Cup,Large Hill HS117,26,,
최흥철,10064,2024-09-28,Hinzenbach,,Qualification,Normal Hill HS90,52,,
장선웅,270266,2024-09-28,Einsiedeln,,FIS Cup,Large Hill HS117,26,,
장선웅,270266,2024-09-22,Stams,,Continental Cup,Large Hill HS115,50,,
최흥철,10064,2024-09-22,Stams,,Continental Cup,Large Hill HS115,47,,
최흥철,10064,2024-09-21,Stams,,Continental Cup,Large Hill HS115,47,,
장선웅,270266,2024-09-21,Stams,,Continental Cup,Large Hill HS115,43,,
이건용,154934,2024-09-15,Kijimadaira,,Roller Ski,10 km C,92,145.24,
한다솜,162284,2024-09-15,Kijimadaira,,Roller Ski,7.5 km C,16,147.45,
제상미,195562,2024-09-15,Kijimadaira,,Roller Ski,7.5 km C,46,219.01,
이준서,229479,2024-09-15,Kijimadaira,,Roller Ski,10 km C,49,113.31,
이진복,229490,2024-09-15,Kijimadaira,,Roller Ski,10 km C,62,122.47,
변지영,188923,2024-09-15,Kijimadaira,,Roller Ski,10 km C,45,112.07,
정종원,136287,2024-09-15,Kijimadaira,,Roller Ski,10 km C,41,107.56,
이의진,221223,2024-09-15,Kijimadaira,,Roller Ski,7.5 km C,28,178.58,
이진복,229490,2024-09-14,Kijimadaira,,Roller Ski,10 km F,80,180.95,
정종원,136287,2024-09-14,Kijimadaira,,Roller Ski,10 km F,14,94.12,
제상미,195562,2024-09-14,Kijimadaira,,Roller Ski,7.5 km F,29,174.41,
한다솜,162284,2024-09-14,Kijimadaira,,Roller Ski,7.5 km F,72,303.45,
이의진,221223,2024-09-14,Kijimadaira,,Roller Ski,7.5 km F,24,162.36,
이건용,154934,2024-09-14,Kijimadaira,,Roller Ski,10 km F,101,210.56,
변지영,188923,2024-09-14,Kijimadaira,,Roller Ski,10 km F,43,136.78,
이준서,229479,2024-09-14,Kijimadaira,,Roller Ski,10 km F,33,125.36,
김다은,235623,2024-09-09,Cardrona,,World Cup,Freeski Halfpipe,8,300.00,32.00
장유진,203633,2024-09-09,Cardrona,,World Cup,Freeski Halfpipe,14,129.90,18.00
이승훈,235622,2024-09-09,Cardrona,,World Cup,Freeski Halfpipe,6,432.10,40.00
문희성,239278,2024-09-09,Cardrona,,World Cup,Freeski Halfpipe,28,73.40,3.00
장유진,203633,2024-09-06,Cardrona,,Qualification,Freeski Halfpipe,14,,
문희성,239278,2024-09-06,Cardrona,,Qualification,Freeski Halfpipe,16,,
이승훈,235622,2024-09-06,Cardrona,,Qualification,Freeski Halfpipe,2,,
김다은,235623,2024-09-06,Cardrona,,Qualification,Freeski Halfpipe,7,,
이채운,239112,2024-09-02,Cardrona,,World Cup,Slopestyle,36,85.20,
이동헌,239111,2024-09-02,Cardrona,,World Cup,Slopestyle,48,28.50,
유승은,261339,2024-09-02,Cardrona,,World Cup,Slopestyle,26,43.10,5.00
최태희,263315,2024-08-31,Coronet Peak,,Australian New Zealand Cup,Slalom,DNF1,,
박제윤,154866,2024-08-31,Coronet Peak,,Australian New Zealand Cup,Slalom,DNS1,,
이채운,239112,2024-08-31,Cardrona,,Qualification,Slopestyle,22,,
유승은,261339,2024-08-31,Cardrona,,Qualification,Slopestyle,26,,
홍동관,163737,2024-08-31,Coronet Peak,,Australian New Zealand Cup,Slalom,29,53.73,2
이동헌,239111,2024-08-31,Cardrona,,Qualification,Slopestyle,25,,
정민식,189170,2024-08-31,Coronet Peak,,Australian New Zealand Cup,Slalom,DNF1,,
정민식,189170,2024-08-30,Coronet Peak,,Australian New Zealand Cup,Slalom,DNF1,,
홍동관,163737,2024-08-30,Coronet Peak,,Australian New Zealand Cup,Slalom,DNF1,,
최태희,263315,2024-08-30,Coronet Peak,,Australian New Zealand Cup,Slalom,11,43.97,24
박제윤,154866,2024-08-30,Coronet Peak,,Australian New Zealand Cup,Slalom,DNF1,,
김소희,177571,2024-08-28,Coronet Peak,,Australian New Zealand Cup,Giant Slalom,DNS1,,
정민식,189170,2024-08-18,Coronet Peak,,National Championships,Slalom,DNF1,,
홍동관,163737,2024-08-18,Coronet Peak,,National Championships,Slalom,DNF2,,
우수빈,229485,2024-08-18,Mt Hotham,,Australian New Zealand Cup,Snowboard Cross,15,57.60,18.00
우수빈,229485,2024-08-15,Mt Hotham,,Australian New Zealand Cup,Snowboard Cross,24,25.20,9.00
홍동관,163737,2024-08-08,Cardrona,,FIS,Slalom,DNF2,,
홍동관,163737,2024-08-07,Cardrona,,FIS,Slalom,3,31.86,
제상미,195562,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Qual,DNS,,
한다솜,162284,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Final,2,,
이진복,229490,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Qual,8,431.64,
이진복,229490,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Final,2,,
홍동관,163737,2024-08-06,Cardrona,,FIS,Giant Slalom,3,36.70,
한다솜,162284,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Qual,1,426.03,
이지예,212563,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Qual,3,458.73,
이준서,229479,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Final,1,,
이준서,229479,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Qual,3,381.10,
정종원,136287,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Final,3,,
정종원,136287,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Qual,4,395.52,
이지예,212563,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Final,4,,
이의진,221223,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Qual,2,451.23,
이의진,221223,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Final,3,,
변지영,188923,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Final,4,,
변지영,188923,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Qual,2,380.85,
이건용,154934,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Qual,1,363.37,
이건용,154934,2024-08-06,Alpensia Cross-Country Center,,Roller Ski,SP 1 km C Final,21,,
이지예,212563,2024-08-05,Alpensia Cross-Country Center,,Roller Ski,10 km C Mst,5,228.25,
제상미,195562,2024-08-05,Alpensia Cross-Country Center,,Roller Ski,10 km C Mst,7,308.42,
이의진,221223,2024-08-05,Alpensia Cross-Country Center,,Roller Ski,10 km C Mst,2,195.85,
한다솜,162284,2024-08-05,Alpensia Cross-Country Center,,Roller Ski,10 km C Mst,1,132.33,
이건용,154934,2024-08-05,Alpensia Cross-Country Center,,Roller Ski,15 km C Mst,1,79.25,
이진복,229490,2024-08-05,Alpensia Cross-Country Center,,Roller Ski,15 km C Mst,6,87.80,
변지영,188923,2024-08-05,Alpensia Cross-Country Center,,Roller Ski,15 km C Mst,5,82.92,
정종원,136287,2024-08-05,Alpensia Cross-Country Center,,Roller Ski,15 km C Mst,4,82.51,
이준서,229479,2024-08-05,Alpensia Cross-Country Center,,Roller Ski,15 km C Mst,2,79.52,
김건희,261977,2024-04-19,Kitzsteinhorn,,European Cup,Halfpipe,1,120.00,100.00
윤신이,258758,2024-04-14,Duved,,Open,Dual Moguls,4,55.00,
윤신이,258758,2024-04-13,Duved,,FIS,Moguls,3,78.00,
최태희,263315,2024-04-11,Nozawa Onsen,,FIS,Slalom,DNF1,,
정민식,189170,2024-04-11,Nozawa Onsen,,FIS,Slalom,3,31.67,
최태희,263315,2024-04-10,Nozawa Onsen,,FIS,Slalom,8,39.27,
정민식,189170,2024-04-10,Nozawa Onsen,,FIS,Slalom,11,37.31,
최태희,263315,2024-04-08,Nozawa Onsen,,FIS,Giant Slalom,15,42.65,
이나윤,212759,2024-04-08,Corvatsch,,European Cup,Halfpipe,5,168.80,45.00
김건희,261977,2024-04-08,Corvatsch,,European Cup,Halfpipe,4,151.30,50.00
정대윤,229480,2024-04-06,Chiesa in Valmalenco,,FIS Junior World Ski Championships,Dual Moguls,2,288.00,
윤신이,258758,2024-04-06,Chiesa in Valmalenco,,FIS Junior World Ski Championships,Dual Moguls,20,39.60,
이윤승,252896,2024-04-06,Chiesa in Valmalenco,,FIS Junior World Ski Championships,Dual Moguls,28,14.40,
이윤승,252896,2024-04-05,Chiesa in Valmalenco,,FIS Junior World Ski Championships,Moguls,16,54.00,
정대윤,229480,2024-04-05,Chiesa in Valmalenco,,FIS Junior World Ski Championships,Moguls,2,288.00,
윤신이,258758,2024-04-05,Chiesa in Valmalenco,,FIS Junior World Ski Championships,Moguls,19,43.20,
정대윤,229480,2024-03-24,Sierra Nevada,,National Championships,Moguls,1,160.00,
최태희,263315,2024-03-24,Nukabira Gensenkyo,,FIS,Giant Slalom,6,43.51,
이윤승,252896,2024-03-24,Sierra Nevada,,National Championships,Moguls,2,128.00,
윤신이,258758,2024-03-24,Sierra Nevada,,National Championships,Moguls,1,,
이동헌,239111,2024-03-23,Silvaplana,,World Cup,Slopestyle,56,13.10,
이동헌,239111,2024-03-21,Silvaplana,,Qualification,Slopestyle,27,,
조완희,188938,2024-03-19,Wanglong Ski Resrort,,Asian Cup,Slalom,5,90.00,45.00
조완희,188938,2024-03-18,Wanglong Ski Resrort,,Asian Cup,Parallel Giant Slalom,3,120.00,60.00
김건희,261977,2024-03-17,Spporo,,National Championships,Halfpipe,12,68.70,
이상호,163744,2024-03-17,St. Moritz,,European Cup,Parallel Slalom,27,16.20,4.00
이지오,261333,2024-03-17,Laax,,Junior,Halfpipe,1,70.00,
정대윤,229480,2024-03-16,Chiesa in Valmalenco,,World Cup,Dual Moguls,11,240.00,24.00
이상호,163744,2024-03-16,St. Moritz,,European Cup,Parallel Giant Slalom,3,216.00,60.00
이동헌,239111,2024-03-15,Tignes,,World Cup,Slopestyle,43,52.10,
이동헌,239111,2024-03-15,Tignes,,Qualification,Slopestyle,22,,
정민식,189170,2024-03-14,Yongpyong Resort,,FIS,Giant Slalom,DNF1,,
김건희,261977,2024-03-14,Tiger Ridge Mountain Park,,Asian Cup,Halfpipe,3,26.60,60.00
이한희,188824,2024-03-14,Yongpyong Resort,,FIS,Giant Slalom,1,38.34,
박제윤,154866,2024-03-14,Yongpyong Resort,,FIS,Giant Slalom,3,44.30,
정민식,189170,2024-03-13,Yongpyong Resort,,FIS,Giant Slalom,2,44.93,
이한희,188824,2024-03-13,Yongpyong Resort,,FIS,Giant Slalom,4,52.87,
